hscode,hsdesc,export_usd_mn,import_usd_mn,net_usd_mn,share_of_total_deficit_pct
0506,"ACIDED/DGLITNSD BONESANDHRN/CORS,NT SHAPED, DEFTD,UNWRDK,SMPLY PRPD;PWDRANDWSTE THEREOF",10.74,14.28,-3.54,0.001
8601,RAIL LOCOMOTIVES POWERED FROM AN EXTERNAL SOURCE OF ELECTRICITY OR BY ELECTRIC      ACCUMULATORS,0.00,3.51,-3.51,0.001
4812,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP",0.39,3.89,-3.50,0.001
7001,CULLET  ETC. OF GLASS; EXCL GLASS FROM CATHODE RAY TUBES/OTHER ACTIVATED GLASS OF HEADING 8549 ;GLASS IN THE MASS,0.93,4.34,-3.41,0.001
9201,"PIANOS, INCLUDING AUTOMATIC PIANOS;       HARPSI",0.32,3.71,-3.40,0.001
6906,CERMC PIPES CONDUITS GUTTRNG AND PIPE FITTNG,0.02,3.37,-3.35,0.001
4017,"HARD RUBBER (FOR EXAMPLE, EBONITE) IN ALL FORMS, INCLUDING WASTE AND SCRAP; ARTICLES OF HARD RUBBER",1.29,4.57,-3.28,0.001
4102,"RAW SKINS OF SHEEP OR LAMBS (FRESH, OR    SALTED, DRIED, LIMED, PICKLED OR OTHERWISE PRESERVED, BUT NOT TANNED, PARCHMEN",0.04,3.24,-3.20,0.001
2853,"PHOSPHIDES,WTH/NOT CHEMCALY DEFN,EXCL FERROPHOSPHORUS, OTH INORG COMP, LIQUID AIR,COMPRESSED AIR AMALG, OTH THN OF PRCS MTLS",5.46,8.55,-3.09,0.001
9206,"PERCUSSION MUSICAL INSTRUMENTS (FOR       EXAMPLE, DRUMS, XYLOPHONES, CYMBOLS,      CASTANETS, MARACAS)",2.36,5.44,-3.09,0.001
9109,"CLOCK MOVEMENTS, COMPLETE AND ASSEMBLED",0.06,3.13,-3.08,0.001
3101,"ANML/VGTBL FRTLSRS,W/N MIXED TOGETHER OR  CHMCLY TRTD;FERTILISERS PRDCD BY THE MXNG/CHMCL TREATMNT OF ANML/VEGTBL PRDCTS",27.54,30.59,-3.04,0.001
3604,"FIREWORKS, SIGNALLING FLARES, RAIN        ROCKETS, FOG SIGNALS AND OTHER PYROTECHNIC ARTICLES",0.30,3.33,-3.02,0.001
8110,"ANTIMONY AND ARTICLES THEREOF, INCLUDING  WASTE AND SCRAP",53.22,56.20,-2.97,0.001
9303,"OTHER FIREARMS AND SIMILAR DEVICES WHICH  OPERATE BY THE FIRING OF AN EXPLOSIVE     CHARGE (FOR EXAMPLE, SPORTING SHOTGU",0.01,2.96,-2.95,0.001
8206,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205, PUT UP IN SETS FOR RETAIL SALE",6.09,9.01,-2.91,0.001
8903,YACHTS AND OTHER VESSELS FOR PLEASURE OR  SPORTS; ROWING BOATS AND CANOES,0.10,2.95,-2.85,0.000
4701,MECHANICAL WOOD PULP,0.00,2.77,-2.77,0.000
0510,"AMBRGRIS,CASTORM,CIVT,MUSK;CANTHRIDS;BILE W/N DRIED;GLNDS ETC FOR PRPN OF PARMACTCLSFRSH,CHLD,PRSRVD OR OTHRWS PRVSNLY P",4.60,7.26,-2.65,0.000
5909,"TEXTILE HOSE PIPING AND SIMILAR TEXTILE   TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTHER MATERIALS",4.83,7.38,-2.56,0.000
5005,YRN SPN FRM SLK WST NT PUT UP FR RETAL SLE,2.90,5.38,-2.49,0.000
4902,"NEWSPAPERS, JOURNALS AND PERIODICALS,     WHETHER OR NOT I LLUSTRATED OR CONTAINING ADVERTISING MATERIAL",1.01,3.41,-2.41,0.000
0105,"LIVE POULTRY, THAT IS TO SAY, FOWLS OF THE SPECIES GALLUS DOMESTICUS, DUCKS, GEESE, TURKEYS AND GUINEA FOWLS",1.77,4.15,-2.38,0.000
4103,"OTHER RAW HIDES AND SKINS (FRESH, OR      SALTED, DRIED, LIMED, PICKLED OR OTHERWISE PRESERVED, BUT NOT TANNED, PARCHMEN",0.01,2.32,-2.31,0.000
5602,"FELT, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED",19.47,21.74,-2.27,0.000
9105,OTHER CLOCKS,8.51,10.67,-2.16,0.000
6808,"PANELS BOARDS ETC OFVGTBL FIBR OF STRAW/  OF SHVNGS CHIPS SAWDUST/OTHR WASTE OF     WOODWOOD,AGLMRTD WTH CMNT,PLSTR/OTHR",0.50,2.63,-2.13,0.000
2913,"HALGNTD,SLPHNTD NITRTD/NITRSTD DRVTVS     OF PRODUCTS OF HEADING NO.2912",20.52,22.63,-2.11,0.000
2308,"VEG,MATERIALS ANDVEG. WASTE/RESIDUES FOR    ANIMAL FEEDINGNES",0.14,2.21,-2.07,0.000
7806,OTHER ARTICLES OF LEAD,1.04,3.03,-1.99,0.000
1505,WOOL GREASE AND FATTY SUBSTANCES DERIVED  THEREFROM (INCLUDING LANOLIN),4.38,6.35,-1.97,0.000
9613,"CIGARETTE LIGHTERS AND OTHER LIGHTERS,    WHETHER OR NOT MECHANICAL OR ELECTRICAL,  AND PARTS THEREOF OTHER THAN FLINTS",5.32,7.21,-1.89,0.000
9008,"IMAGE PROJECTORS, OTHER THAN              CINEMATOGRAPHIC; PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) ENLARGERS",0.04,1.91,-1.87,0.000
2502,UNROASTED IRON PYRITES,0.23,2.09,-1.86,0.000
6309,WORN CLOTHING AND OTHER WORN ARTICLES,83.10,84.93,-1.83,0.000
5506,"SYNTHETIC STAPLE FIBRES, CARDED COMBED OR OTHERWISE PROCESSED FOR SPINNING",3.27,5.05,-1.79,0.000
9611,"DATE;SEALNG/NUMBRNG STMPS(INCL DVCS FR    PRNTG/EMBOSNG LBLS),DSGND FR OPRTNG IN    HND;HND",0.74,2.46,-1.72,0.000
3819,HYDRAULC BRKE FLUIDS AND OTHR LIQ FOR       HYDRLCTRNSMSN W/N CONTNG OILS OBTND FROM  PTRLM  BTMNS MNRLS WEIGHING LESS T,20.97,22.64,-1.66,0.000
2003,"MUSHROOMS AND TRUFFLES, PREPARED OR       PRESERVED OTHERWISE THAN BY VINEGAR OR    ACETIC ACID",0.19,1.80,-1.62,0.000
3803,"TALL OIL, WHETHER OR NOT REFINED",0.15,1.62,-1.47,0.000
1212,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE,   SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED",6.16,7.57,-1.41,0.000
2512,"SILICEOUS FOSSIL MEALS (FOR EXAMPLE,      KIESELGUHR, TRIPOLITE AND DIATOMITE) AND  SIMILAR SILICEOUS EARTHS, WHETHER OR",1.88,3.28,-1.41,0.000
8109,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",0.10,1.47,-1.37,0.000
5507,"ARTIFICIAL STAPLE FIBRES, CARDED, COMBED  OR OTHERWISE PROCESSED FOR SPINNING",0.09,1.44,-1.35,0.000
2209,VINEGAR AND SUBSTITUTES FOR VINEGAR       OBTAINED FROM ACETIC ACID,0.92,2.22,-1.30,0.000
4813,"CIGARETTE PAPER, WHETHER OR NOT CUT TO    SIZE OR IN THE FORM OF BOOKLETS OR TUBES",36.41,37.70,-1.29,0.000
8440,BOOK,16.43,17.72,-1.29,0.000
4405,WOOD WOOL; WOOD FLOUR,0.04,1.31,-1.27,0.000
7006,"*GLASS OF HDG 7003,7004/7005,BENT,EDGE     WRKD ETC NT FRAMD/FITTD WTH OTHR MATRLS",0.03,1.22,-1.19,0.000
3807,WOOD TAR; WOOD TAR OILS; WOOD CREOSOTE;   WOOD NAPHTHA; VEGETABLE PITCH; BREWERS    PITCH AND SIMILAR PREPARATIONS BASED,0.09,1.28,-1.19,0.000
6901,BRICKS BLOCKS ETC OF SILICEOUS FOSSIL     MEAL(KIESELGUHR ETC)/OF SMLR SILICEOUS    EARTHS,0.80,1.97,-1.17,0.000
1214,"SWEDES, MANGOLDS, FODDER ROOTS, HAY,      LUCERNE (ALFALFA), CLOVER, SAINFOIN,      FORAGE KALE, LUPINES, VETCHES AND SI",0.01,1.15,-1.14,0.000
0102,LIVE BOVINE ANIMALS,0.16,1.30,-1.14,0.000
9302,"REVOLVERS AND PISTOLS, OTHER THAN THOSE OF HEADING 9303 OR 9304",0.01,1.14,-1.13,0.000
4503,ARTICLES OF NATURAL CORK,0.10,1.23,-1.13,0.000
4816,"CARBON/SLF COPY PAPR AND OTHR COPYNG/TRNSR  PAPRS(OTHR THN HDG NO4809),DUPLCTRS       STNCLSAND OFFSET PLATES OF PAPR W/",1.10,2.14,-1.05,0.000
6113,"GRMNTS,MADE UP OF KNTTD/CRCHTD FABRICS    OF HDNG NO. 5903 5906 OR 5907",0.81,1.82,-1.01,0.000
7313,"BARBD WIRE OF IRN OR STL;TWSTD HOOP/SINGL FLT WIRE,BRBD/NT AND LOOSLY TWSTD DOUBL WIREOF A KIND USED FOR FENCING,OF IRON",0.89,1.90,-1.00,0.000
5108,"YARN OF FINE ANIMAL HAIR (CARDED OR       COMBED), NOT PUT UP FOR RETAIL SALE",0.06,1.00,-0.94,0.000
9104,"INSTRUMENT PANEL CLOCKS AND CLOCKS OF A   SIMILAR TYPE FOR VEHICLES, AIRCRAFT,      SPACECRAFT OR VESSELS",0.19,1.07,-0.88,0.000
5803,"GAUZE, OTHER THAN NARROW FABRICS OF       HEADING 5806",1.25,2.12,-0.87,0.000
4304,ARTIFICIAL FUR AND ARTICLES THEREOF,0.05,0.82,-0.77,0.000
9806,All goods originating in or exported from the Islamic republic of Pakistan,0.00,0.76,-0.76,0.000
6701,SKNS AND OTHR PRTS OF BRDS WTH THEIR FEATHRSOR DOWN FEATHRS AND PRTS THROF DOWNSAND ARTCLS(EXCL GOODS OF 0505 AND WRKD Q,0.01,0.72,-0.71,0.000
2608,ZINC ORES AND CONCENTRATES,0.01,0.68,-0.67,0.000
1602,"OTHER PREPARED OR PRESERVED MEAT, OFFAL,BLOOD OR INSECT",0.59,1.24,-0.66,0.000
8304,"FILING, CABINETS, CARD",0.22,0.87,-0.65,0.000
9617,"VACUUM FLASKS AND OTHER VACUUM VESSELS,   COMPLETE ; PARTS THEREOF OTHER  THAN GLASS INNERS",7.70,8.32,-0.62,0.000
6602,WALKING,0.59,1.17,-0.58,0.000
2611,TUNGSTEN ORES AND CONCENTRATES,0.79,1.37,-0.58,0.000
1802,"COCOA SHELLS, HUSKS, SKINS AND OTHER COCOA WASTE",0.11,0.65,-0.54,0.000
7322,"RADTRS FR CNTRL HTNG AND ITS PRTS OF IRN/   STLAIR HTRS AND HT AIR DSTRBTRS NT ELCTRCLY    HTD,INCORPRTNG MOTOR DRIVN FA",1.77,2.21,-0.44,0.000
1213,"CEREAL STRAW AND HUSKS, UNPREPARED,       WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLETS",1.97,2.41,-0.44,0.000
2702,"LIGNITE, WHETHER OR NOT AGGLOMERATED,     EXCLUDING JET",0.09,0.51,-0.41,0.000
4006,"OTHER FORMS (FOR EXAMPLE, RODS, TUBES AND PROFILE SHAPES) AND ARTICLES (FOR EXAMPLE, DISCS AND RINGS), OF UNVULCANISED R",4.81,5.22,-0.41,0.000
0103,LIVE SWINE,0.00,0.40,-0.40,0.000
0505,"CLIND,DISINFCTD FETHRD SKNS AND OTHR PRTS OFBRDS/FETHR FR PRSVTN;PWDR AND WSTE OF F  HR",0.01,0.41,-0.40,0.000
9704,"POSTAGE OR REVENUE STAMPS, STAMP",0.01,0.39,-0.38,0.000
7111,"SMI MNFCTRD BS MTLS;SLVR/GLD,CLD WTH PLTNM",0.00,0.35,-0.35,0.000
5904,"LINOLEUM, WHETHER OR NOT CUT TO SHAPE;    FLOOR COVERINGS CONSISTING OF A COATING OR COVERING APPLIED ON A TEXTILE BACKI",0.01,0.33,-0.32,0.000
1603,EXTRCTS AND JUICES OF MEAT FISH CRUSTACEANS MOLLUSCS/OTHER AQUATIC INVERTEBRATES,0.21,0.51,-0.30,0.000
5901,"TEXTILE FABRICS COATED WITH GUM OR        AMYLACEOUS SUBSTANCES, OF A KIND USED FOR THE OUTER COVERS OF BOOKS OR THE LIK",9.44,9.74,-0.29,0.000
6102,"WOMENS OR GIRLS OVERCOATS, CAR",12.03,12.33,-0.29,0.000
2605,COBALT ORES AND CONCENTRATES,0.00,0.29,-0.29,0.000
8103,"TANTALUM AND ARTICLES THEREOF, INCLUDING  WASTE AND SCRAP",2.10,2.38,-0.28,0.000
4906,"PLNSANDDRWINGS FR ARCHITRL,ENGNRNG,INDSTRL, COMMRCL,TPGRPHICL,ANDSMLR PRPS;HND",0.01,0.28,-0.27,0.000
2205,VERMOUTH AND OTHER WINE OF FRESH GRAPES   FLAVOURED WITH PLANTS OR AROMATIC         SUBSTANCES,0.11,0.38,-0.27,0.000
0905,VANILLA,0.42,0.68,-0.26,0.000
4904,"MUSIC, PRINTED OR IN MANUSCRIPT, WHETHER  OR NOT BOUND OR ILLUSTRATED",0.00,0.24,-0.24,0.000
6308,"SETS CONSISTING OF WOVEN FABRIC AND YARN, WHETHER OR NOT WITH ACCESSORIES, FOR      MAKING UP INTO RUGS, TAPESTRIES, EMB",0.20,0.44,-0.24,0.000
7107,"BASE METALS CLAD WITH SILVER, NOT FURTHER WORKED THAN SEMI",0.65,0.88,-0.23,0.000
4301,"RAW FRSKNS (INCL HEADS,TAILS,PAWS AND     OTHRPCS CUTNGS SUTBLE FR FURRIERS USE)    EXCPT  RAW HIDS AND SKNS OF HDNGS NO",0.00,0.23,-0.23,0.000
0301,LIVE FISH,2.24,2.40,-0.16,0.000
2206,"OTHER FERMENTED BEVERAGES (FOR EXAMPLE,CIDER, PERRY, MEAD); MIXTURES OF FERMENTED BEVERAGES AND NON",0.07,0.23,-0.16,0.000
3705,"PHOTOGRAPHIC PLATES AND FILM, EXPOSED AND DEVELOPED, OTHER THAN CINEMATOGRAPHIC FILM",0.00,0.15,-0.15,0.000
5308,YARN OF OTHER VEGETABLE TEXTILE FIBRES;   PAPER YARN,4.16,4.30,-0.14,0.000
4206,ARTICLES OF GUT (OTHER THAN SILK,0.01,0.15,-0.14,0.000
6502,HAT,0.05,0.17,-0.12,0.000
5302,TRUE HEMP(CANABIS SATIVAL)RAW/PROCESSED   BUT NOT SPUN TOW AND WASTE OF TRUE HEMP     (INCL YARN WASTE AND GARNETTED STO,0.06,0.17,-0.10,0.000
5405,"ARTFCL MONFLMNT OF>=67 DCTX,HVNG CRSS",0.00,0.10,-0.10,0.000
3704,PHOT PLTS FLM PAPR PAPRBRD AND TXTLS      EXPSED BUT NOT DEVELOPED,0.00,0.08,-0.07,0.000
7109,SEMI MNFCTRD BASE MTLS/SLVR CLAD WTH GOLD,0.00,0.05,-0.05,0.000
8902,FISHNG VSSLS;FACTORY SHIPS AND OTHR VSSLS FRPROCESSING OR PRESERVING FISHERY PRDCTS,0.01,0.04,-0.03,0.000
3706,CINE FLM EXPSD AND DVLPD W/N INCORPRTNG     SOUND TRACK/CONSISTING ONLY OF SOUND TRACK,0.00,0.02,-0.02,0.000
2609,TIN ORES AND CONCENTRATES,0.02,0.03,-0.01,0.000
9103,"CLOCKS WITH WATCH MOVEMENTS, EXCLUDING    CLOCKS OF HEADING 9104",0.24,0.25,-0.01,0.000
5113,WOVN FBRCS OF CORSE ANML HAIR/OF HORS HAIR,0.00,0.01,-0.01,0.000
1506,"OTHER ANIMAL FATS AND OILS AND THEIR      FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED",0.00,0.00,-0.00,0.000
5001,SILK,0.00,0.00,-0.00,0.000
1503,"LARD STEARIN, LARD OIL, OLEOSTEARIN, OLEO",0.00,0.00,0.00,0
9999,UNSPECIFIED ITEMS,0.00,0.00,0.00,0
8107,"*CADMIUM AND ARTICLES THEREOF, INCLUDING   WASTE AND SCRAP",0.00,0.00,0.00,0
0205,"MEAT OF HORSES, ASSES, MULES OR HINNIES,  FRESH, CHILLED OR FROZEN",0.00,0.00,0.00,0
8803,PRTS OF GOODS OF HDG NO.8801 OR 8802,0.00,0.00,0.00,0
2705,"COAL GAS, WATER GAS, PRODUCER GAS AND     SIMILAR GASES, OTHER THAN PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS",0.00,0.00,0.00,0
0209,"PIG FAT FREE OF LEAN MEAT AND PLTRY FAT(NOT RNDERD)FRSH,CHLD,FRZN,SLTED IN BRINE ETC",0.00,0.00,0.00,0
4406,RLY AND TRMY SLEEPERS(CROSSTIES) OF WOOD,0.00,0.00,0.00,0
5110,YRN OF COARSE ANML HAIR/OF HORS HAIR(INCL GMPD HORSHAIR YARN)W/N PUT UP FR RETL SALE,0.00,0.00,0.00,0
8605,"RLWAY/TRMWAY PASNGR COACHS,LUGAGE VANS,   POST OFFCE COACHS AND OTHR SPCL RLWAY/TRMWAYCOACHS,NT SLF",0.00,0.00,0.00,0
2307,WINE LEES; ARGOL,0.00,0.00,0.00,0
1002,RYE,0.00,0.00,0.00,0
1501,LARD OTHR PIG FAT AND POULTRY FAT RENDRD    W/N PRESSED/SOLVENT,0.00,0.00,0.00,0
0903,MATE,0.00,0.00,0.00,0
8002,TIN WASTE AND SCRAP,0.01,0.00,0.01,0
9803,DUTIABLE PASSENGERS/CREWS BAGGAGE,0.03,0.00,0.03,0
9112,"CLOCK CASES AND CASES OF A SIMILAR TYPE   FOR OTHER GOODS OF THIS CHAPTER, AND PARTS THEREOF",0.08,0.04,0.04,0
4404,HOOPWOOD SPLIT POLES PILES PICKETS AND      STACKOF WOOD POINTED BUT NOT CUT TO       LENGTHWSE  WOODEN STICKS CHIPWOOD,0.21,0.16,0.05,0
2604,NICKEL ORES AND CONCENTRATES,0.06,0.00,0.06,0
2509,CHALK,0.09,0.02,0.07,0
0502,"PIGS,HOGS/BOARS BUSTLS AND HIAIR;BDGR AND OTHRBRSH,MKNG HAIR,WASTE OF BRSTLES OR HAIR",0.96,0.87,0.08,0
6504,"HATS AND OTHER HEADGEAR, PLAITED OR MADE  BY ASSEMBLING STRIPS OF ANY MATERIAL,     WHETHER ORNOT LINED OR TRIMMED",0.73,0.63,0.09,0
5104,GRNTD STOCK OF WOOL/FINE/COARSE ANML HAIR,0.13,0.01,0.12,0
0309,"FLOURS,MEALS  AND PELLETS OF FISH, CRUSTACEANS,MOLLUSCS AND OTHER AQUATIC INVERTEBRATES,FIT FOR HUMAN CONSUMPTION",0.12,0.00,0.12,0
1522,DEGRAS: RESIDUES RESULTING FROM THE       TREATMENT OF FATTY SUBSTANCES OR ANIMAL OR VEGETABLE WAXES,0.14,0.00,0.14,0
3825,RESIDUAL PRODUCTS OF THE CHEMICAL OR      ALLIED,0.15,0.01,0.14,0
5006,"SLK YRN AND YRN SPUN FROM SLK WAST PUT UP   FOR RETAIL SALE,SLK",1.18,1.03,0.15,0
1205,"RAPE OR COLZA SEEDS, WHETHER OR NOT BROKEN",0.16,0.00,0.15,0
2821,IRON OXIDES AND HYDROXIDES; EARTH COLOURS CONTAINING 70% OR MORE BY WEIGHT OF       COMBINED IRON EVALUATED AS FE 2 O 3,35.67,35.51,0.16,0
0705,"LETTUCE (LACTUCASATIVA) AND CHICORY (     CICHORIUM SPP. ), FRESH OR CHILLED        LETTUCE:",0.17,0.00,0.17,0
0210,"MEAT/EDBL MEAT OFL,SLTED,IN BRINE,DRIED/  SMOKD;EDBL FLOURSANDMEALS OF MEAT/MEAT OFFAL",0.29,0.11,0.17,0
8106,"BISMUTH AND ARTICLES THEREOF, INCLUDING   WASTE AND SCRAP",2.24,2.05,0.18,0
2837,"CYANIDES, CYANIDE OXIDES AND COMPLEX      CYANIDES",19.78,19.58,0.20,0
5605,"MTLSD YRN,W/N GMPD BEING TXTL YRN/STRP/   THELIKE OF HD 5404/5405 COMBND WTH METL IN   THE FORM OF THRED,STRP/PWDR/COVRD",4.43,4.23,0.20,0
0814,"PEEL OF CITRUS FRUIT OR MELONS (INCLUDING WATERMELONS), FRESH, FROZEN, DRIED OR     PROVISIONALLY PRESERVED IN BRINE",0.29,0.08,0.21,0
9605,"TRAVEL SETS FOR PERSONAL TOILET, SEWING OR SHOE OR CLOTHES CLEANING",1.66,1.40,0.26,0
5406,MAN,0.29,0.03,0.26,0
1521,"VEGETABLE WAXES (OTHER THAN TRIGLYCERIDES), BEESWAX, OTHER INSECT WAXES AND         SPERMACETI, WHETHER OR NOT REFINED O",7.89,7.62,0.27,0
4502,NATURAL CORK DEBACKED/ROUGHLY SQUARED/    RECTANGULAR/SQUARE BLOKS PLTS SHEETS/     STRIP(INCL SHRP EDGD BLNK FR CRKS OR,0.29,0.00,0.29,0
8476,AUTOMTC GOODS,14.78,14.45,0.33,0
8801,"BALLOONS AND DIRIGIBLES, GLIDERS, HAND    GLIDERS AND OTHER NON",0.40,0.06,0.34,0
8806,UNMANNED AIRCRAFT,8.69,8.31,0.37,0
7011,"GLASS ENVELPS,BULBS AND TUBES,PARTS,WITHOUT FITTINGS, FOR ELECTRIC LAMPS AND LIGHT SOURCES ,CATHODE RAY TUBES/ THE LIGHTS",3.21,2.81,0.40,0
2714,"BITUMEN AND ASPHALT, NATURAL; BITUMINOUS  OR OIL SHALE AND TAR SANDS; ASPHALTITES   AND ASPHALTIC ROCKS",3.82,3.42,0.40,0
9705,"COLECTNS OF ARCHLGICAL,ETHNOGRAPHIC,ZOOLOGICL   BOTANICL,MINERALOGICL,ANATOMICL,PALENTOLGICAL,HISTCL ARCHLOGICL,NUMSMATC",0.45,0.04,0.41,0
9205,"OTHER WIND MUSICAL INSTRUMENTS (FOR       EXAMPLE, CLARINETS, TRUMPETS, BAGPIPES)",1.76,1.35,0.41,0
8210,HND,2.92,2.43,0.50,0
1601,"SAUSAGES AND SIMILAR PRODUCTS OF MEAT,MEAT OFFAL,BLOOD OR INSECTS,FOOD PREPRSNS BASED ON THESE PRODUCTS",0.63,0.12,0.51,0
4114,CHAMDIS LEATHER/PATENT LEATHER/LAMINATED  LEATHER METALLISED LEATHER,0.89,0.36,0.53,0
5809,WVN FBRCS OF MTL THRD AND MTLSD YARN OF HDG 5605 OF A KND USED IN APPAREL AS FRNSHNG  FBRCS/FOR SMLR PURPOSES N.E.S./INC,0.94,0.40,0.53,0
0410,"INSECTS AND OTHER EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED",0.66,0.05,0.61,0
3606,FERO CERM AND OTHR PYROPHORIC ALLOYS;ARTCLS OF COMBUSTIBLE MATERIALS NES,1.74,1.13,0.61,0
0812,FRUT AND NUTS PROVSNLY PRSVD BUT UNSUTBLE FOR IMMDT CONSMPTION,0.62,0.00,0.62,0
6002,"KNITD OR CROCHETED FBRCS OF WIDTH <30 CM ,CONTNG ELASTOMERIC YARN/RUBR>=5% BY WT ,  EXCPT HDG NO 6001",3.00,2.35,0.65,0
5503,"SYNTHETIC STAPLE FIBRES, NOT CARDED,      COMBED OR OTHERWISE PROCESSED FOR SPINNING",214.72,214.00,0.71,0
6704,"WIGS FALSE BEARDS,EYEBROWS AND EYELASHES,   SWITCHES ETC OF HUMAN/ANML HAIR/OR        OF TXTL MTRLS;ARTCLS OF HUMN HAIR",4.12,3.30,0.82,0
2006,VEGTBLS FRUITS NUTS FRUT PEEL AND OTHR PRTS OF PLNTSPRSVD BY SUGR (DRAIND   GLACE/CRYSTALLISED),5.34,4.51,0.82,0
7017,"LABORATORY, HYGIENIC OR PHARMACEUTICAL    GLASSWARE, WHETHER OR NOT GRADUATED OR    CALIBRATED",33.57,32.72,0.86,0
4504,AGGLOMERATED CORK (WITH OR WITHOUT A      BINDING SUBSTANCE) AND ARTICLES OF        AGGLOMERATED CORK,6.04,5.11,0.93,0
6215,"TIES, BOW TIES AND CRAVATS",2.33,1.39,0.94,0
5908,"TXTL WICKS,WOVEN,PLAITED/KNITTED,FOR LAMPSSTOVES,LIGHTERS,CANDLES ETC;INCANDESCENT  GAS MANTLES ETC,W/N IMPREGNATED",2.02,0.96,1.06,0
2812,HALIDES AND HALIDE OXIDES OF NON,15.59,14.50,1.08,0
0308,"AQTC INVRTBRT O/T CRSTCN AND MOLLUS,LIVE,FRSH,CHLD,FRZN,DRD,SLTD/N BRINE,SMKD AQTC INVRTBRTS O/T CRSTCNS AND MOLLUS,W/N CKD",3.90,2.74,1.16,0
5805,HND,1.29,0.01,1.28,0
0704,"CABBAGES, CAULIFLOWERS, KOHLRABI, KALE AND SIMILAR EDIBLE BRASSICAS, FRESH OR       CHILLED",2.48,1.09,1.39,0
9805,DUTIABLE SHIPS/AIRCRAFTS STORE,4.39,2.93,1.46,0
7907,OTHER ARTICLES OF ZINC,13.65,12.09,1.56,0
8804,PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS   THEREOF AND ACCESSORIES THERETO,2.57,1.01,1.56,0
9604,HAND SIEVES AND HAND RIDDLES,1.75,0.17,1.58,0
6507,HEAD,5.02,3.42,1.61,0
9208,"MUSICAL BOXES, FAIRGROUND ORGANS,         MECHANICAL STREET ORGANS, MECHANICAL      SINGING BIRDS, MUSICAL SAWS AND OTHE",2.20,0.54,1.65,0
0707,"CUCUMBERS OR GHERKINS, FRESH OR CHILLED",1.69,0.00,1.69,0
8435,"PRSSES,CRSHRS AND SMLR,MCHNRY USD IN MNFCTR OF WINE,CIDER,FRUIT JUICES/SMLR BVRGS",5.54,3.85,1.70,0
8478,"MCHNRY PRPRNG/MKNG UP TOBACCO,N.E.S.",21.20,19.41,1.79,0
6401,WTRPROF FTWEAR WTH OUTR SOLES AND UPPERS    OF RUBR/PLSTCSUPPRS NTHR FXD TO SOLES NT  ASSMBLD BY STCHNG,3.13,1.11,2.02,0
9702,"ORIGNL ENGRVNGS,PRNTS AND LITHOGRPHS",3.13,0.94,2.19,0
2614,TITANIUM ORES AND CONCENTRATES,52.67,50.40,2.27,0
2706,TAR DISTLD FROM COAL LIGNITE FROM PEAT    AND OTHR MNRL TARS W/N DHYDRTD OR PRTIALY   DISTILLD INCLUDING RECONSTITUTED T,3.03,0.69,2.34,0
8211,"KNIVS WTH CUTNG BLADES,SERATD OR NT       (INCL PRUNING KNIVES) OTHER THAN KNIVES   OF HDG NO.8208 AND BLADES THEREFOR",20.33,17.94,2.39,0
6003,"KNITD OR CROCHETED FBRCS OF A WIDTH<30CM, EXCPT HDG NO 6001 OR 6002",3.05,0.54,2.52,0
0706,"CARROTS, TURNIPS, SALAD BEETROOT, SALSIFY, CELERIAC, RADISHES AND SIMILAR EDIBLE    ROOTS, FRESH OR CHILLED",2.67,0.01,2.66,0
8212,RAZORS AND RAZOR BLADES (INCLUDING RAZOR  BLADE BLANKS IN STRIPS),71.56,68.83,2.73,0
8907,"OTHER FLOATING STRUCTURES ( FOR EXAMPLE,  RAFTS, TANKS, COFFER",13.33,10.55,2.78,0
8403,CNTRL HTNG BOILRS EXCL OF HDG NO.8402,4.28,1.44,2.84,0
5704,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER  OR NOT MADE UP",3.88,1.01,2.87,0
5103,"WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING  GARNETTED STOCK",3.44,0.42,3.02,0
2806,HCL(HYDROCHLORIC ACID) CHLOROSULPHRIC ACID,13.07,9.93,3.14,0
7008,MULTIPLE,15.72,12.48,3.24,0
0708,"LEGUMINOUS VEGETABLES, SHELLED OR         UNSHELLED, FRESH OR CHILLED",3.31,0.00,3.31,0
